"DB010","DB020","DB030","DB040","DB062","DB090"
"2012","BE",1885,"BE10","NA","886.3752"
"2012","BE",1905,"BE10","NA","887.2555"
"2012","BE",1914,"BE10","NA","532.5752"
"2012","BE",1925,"BE10","NA","661.0911"
"2012","BE",1930,"BE10","NA","1340.837"
"2012","BE",1935,"BE10","NA","820.4906"
"2012","BE",1973,"BE10","NA","929.1591"
"2012","BE",1977,"BE10","NA","1186.882"
"2012","BE",1980,"BE10","NA","689.3109"
"2012","BE",1991,"BE10","NA","2420.295"
"2012","BE",2019,"BE10","NA","1395.042"
"2012","BE",2043,"BE10","NA","780.6743"
"2012","BE",2051,"BE10","NA","1337.046"
"2012","BE",2057,"BE10","NA","816.2157"
"2012","BE",2058,"BE10","NA","718.094"
"2012","BE",2083,"BE10","NA","661.3496"
"2012","BE",2089,"BE10","NA","1111.786"
"2012","BE",2091,"BE10","NA","680.4924"
"2012","BE",2099,"BE10","NA","875.4478"
"2012","BE",2118,"BE10","NA","1472.772"
"2012","BE",2129,"BE10","NA","2495.375"
"2012","BE",2156,"BE10","NA","738.7537"
"2012","BE",2169,"BE10","NA","704.4507"
"2012","BE",2171,"BE10","NA","994.1284"
"2012","BE",2176,"BE10","NA","3584.331"
"2012","BE",2178,"BE10","NA","318.0155"
"2012","BE",2182,"BE10","NA","797.8454"
"2012","BE",2192,"BE10","NA","868.2922"
"2012","BE",2193,"BE10","NA","689.7175"
"2012","BE",2206,"BE10","NA","429.7406"
"2012","BE",2219,"BE10","NA","799.1614"
"2012","BE",2228,"BE10","NA","1073.431"
"2012","BE",2253,"BE10","NA","823.9676"
"2012","BE",2261,"BE10","NA","1726.404"
"2012","BE",2262,"BE10","NA","1389.744"
"2012","BE",2276,"BE10","NA","606.4616"
"2012","BE",2285,"BE10","NA","524.1509"
"2012","BE",2300,"BE10","NA","1371.119"
"2012","BE",2304,"BE10","NA","809.0003"
"2012","BE",2306,"BE10","NA","1271.019"
"2012","BE",2314,"BE10","NA","351.1315"
"2012","BE",2316,"BE10","NA","1334.667"
"2012","BE",2322,"BE10","NA","1063.622"
"2012","BE",2346,"BE10","NA","815.3335"
"2012","BE",2363,"BE10","NA","703.1258"
"2012","BE",2371,"BE10","NA","1085.165"
"2012","BE",2388,"BE10","NA","2115.121"
"2012","BE",2396,"BE10","NA","1134.255"
"2012","BE",2400,"BE10","NA","1100.686"
"2012","BE",2401,"BE10","NA","514.8031"
"2012","BE",2405,"BE10","NA","1072.465"
"2012","BE",2407,"BE10","NA","1153.95"
"2012","BE",2425,"BE10","NA","1018.569"
"2012","BE",2428,"BE10","NA","938.1077"
"2012","BE",2437,"BE10","NA","1423.5"
"2012","BE",2446,"BE10","NA","1008.7"
"2012","BE",2453,"BE10","NA","1130.518"
"2012","BE",2456,"BE10","NA","1211.353"
"2012","BE",2498,"BE10","NA","786.8038"
"2012","BE",2501,"BE10","NA","641.0923"
"2012","BE",2503,"BE10","NA","781.1478"
"2012","BE",2504,"BE10","NA","630.7156"
"2012","BE",2512,"BE10","NA","1367.201"
"2012","BE",2523,"BE10","NA","1294.186"
"2012","BE",2526,"BE10","NA","1803.788"
"2012","BE",2547,"BE10","NA","736.0323"
"2012","BE",2558,"BE10","NA","693.7087"
"2012","BE",2566,"BE10","NA","598.2962"
"2012","BE",2573,"BE10","NA","1401.915"
"2012","BE",2653,"BE10","NA","490.2875"
"2012","BE",2656,"BE10","NA","530.7366"
"2012","BE",2669,"BE10","NA","511.4618"
"2012","BE",2684,"BE10","NA","1002.912"
"2012","BE",2686,"BE10","NA","812.5355"
"2012","BE",2733,"BE10","NA","654.7864"
"2012","BE",2740,"BE10","NA","1617.108"
"2012","BE",2754,"BE10","NA","593.7928"
"2012","BE",2766,"BE10","NA","301.0533"
"2012","BE",2770,"BE10","NA","1035.336"
"2012","BE",2787,"BE10","NA","1842.08"
"2012","BE",2808,"BE10","NA","875.7961"
"2012","BE",2838,"BE10","NA","2479.681"
"2012","BE",2842,"BE10","NA","833.7964"
"2012","BE",2849,"BE10","NA","796.4049"
"2012","BE",2859,"BE10","NA","562.1557"
"2012","BE",2862,"BE10","NA","509.5333"
"2012","BE",2867,"BE10","NA","3849.351"
"2012","BE",2885,"BE10","NA","1318.131"
"2012","BE",2894,"BE10","NA","978.2184"
"2012","BE",2906,"BE10","NA","1185.411"
"2012","BE",2947,"BE10","NA","728.8968"
"2012","BE",2949,"BE10","NA","1023.128"
"2012","BE",2954,"BE10","NA","983.8414"
"2012","BE",2965,"BE10","NA","1636.507"
"2012","BE",2969,"BE10","NA","581.1143"
"2012","BE",2981,"BE10","NA","1303.173"
"2012","BE",2994,"BE10","NA","1506.318"
"2012","BE",3008,"BE10","NA","730.6445"
"2012","BE",3058,"BE10","NA","1392.208"
"2012","BE",3059,"BE10","NA","999.914"
"2012","BE",3071,"BE10","NA","1633.484"
"2012","BE",3086,"BE10","NA","809.0916"
"2012","BE",3137,"BE10","NA","3072.317"
"2012","BE",3180,"BE10","NA","789.5324"
"2012","BE",3186,"BE10","NA","1303.173"
"2012","BE",3189,"BE10","NA","255.4528"
"2012","BE",3196,"BE10","NA","793.486"
"2012","BE",3228,"BE10","NA","1372.031"
"2012","BE",3231,"BE10","NA","765.2426"
"2012","BE",3235,"BE10","NA","837.1082"
"2012","BE",3245,"BE10","NA","724.2632"
"2012","BE",3247,"BE10","NA","799.5317"
"2012","BE",3258,"BE10","NA","1307.087"
"2012","BE",3259,"BE10","NA","817.5904"
"2012","BE",3275,"BE10","NA","1538.717"
"2012","BE",3287,"BE10","NA","3849.351"
"2012","BE",3336,"BE10","NA","1126.354"
"2012","BE",3345,"BE10","NA","979.611"
"2012","BE",3349,"BE10","NA","952.5012"
"2012","BE",3355,"BE10","NA","497.0214"
"2012","BE",3361,"BE10","NA","1634.273"
"2012","BE",3377,"BE10","NA","770.9875"
"2012","BE",3383,"BE10","NA","1315.186"
"2012","BE",3385,"BE10","NA","634.5993"
"2012","BE",3415,"BE10","NA","1356.203"
"2012","BE",3417,"BE10","NA","1686.062"
"2012","BE",3419,"BE10","NA","902.0301"
"2012","BE",3421,"BE10","NA","745.2133"
"2012","BE",3443,"BE10","NA","1337.046"
"2012","BE",3448,"BE10","NA","472.2854"
"2012","BE",3465,"BE10","NA","1731.655"
"2012","BE",3474,"BE10","NA","751.2302"
"2012","BE",3479,"BE10","NA","844.1418"
"2012","BE",3491,"BE10","NA","1481.629"
"2012","BE",3494,"BE10","NA","915.9477"
"2012","BE",3519,"BE10","NA","727.9762"
"2012","BE",3528,"BE10","NA","1027.205"
"2012","BE",3549,"BE10","NA","1116.793"
"2012","BE",3566,"BE10","NA","737.7504"
"2012","BE",3644,"BE10","NA","1092.53"
"2012","BE",3650,"BE10","NA","2491.866"
"2012","BE",3655,"BE10","NA","723.0771"
"2012","BE",3680,"BE10","NA","650.3718"
"2012","BE",3681,"BE10","NA","1889.011"
"2012","BE",3686,"BE10","NA","844.6442"
"2012","BE",3690,"BE10","NA","1077.206"
"2012","BE",3701,"BE10","NA","583.5021"
"2012","BE",3704,"BE10","NA","504.9291"
"2012","BE",3714,"BE10","NA","664.5375"
"2012","BE",3729,"BE10","NA","653.8542"
"2012","BE",3784,"BE10","NA","991.1602"
"2012","BE",3809,"BE10","NA","740.803"
"2012","BE",3813,"BE10","NA","1547.744"
"2012","BE",3819,"BE10","NA","315.7882"
"2012","BE",3820,"BE10","NA","815.8593"
"2012","BE",3824,"BE10","NA","1685.82"
"2012","BE",3831,"BE10","NA","642.2543"
"2012","BE",3838,"BE10","NA","751.737"
"2012","BE",3839,"BE10","NA","1628.201"
"2012","BE",3842,"BE10","NA","576.852"
"2012","BE",3851,"BE10","NA","1008.7"
"2012","BE",3884,"BE10","NA","1257.32"
"2012","BE",3892,"BE10","NA","2569.773"
"2012","BE",3902,"BE10","NA","636.0299"
"2012","BE",3906,"BE10","NA","1027.443"
"2012","BE",3912,"BE10","NA","1334.374"
"2012","BE",3916,"BE10","NA","773.9311"
"2012","BE",3949,"BE10","NA","900.8545"
"2012","BE",3957,"BE10","NA","350.0197"
"2012","BE",3980,"BE10","NA","630.9424"
"2012","BE",3986,"BE10","NA","861.7188"
"2012","BE",3987,"BE10","NA","864.2676"
"2012","BE",3988,"BE10","NA","1174.591"
"2012","BE",3996,"BE10","NA","3364.881"
"2012","BE",4001,"BE10","NA","542.7537"
"2012","BE",4031,"BE10","NA","2405.854"
"2012","BE",4045,"BE10","NA","469.6255"
"2012","BE",4061,"BE10","NA","606.0728"
"2012","BE",4063,"BE10","NA","744.9497"
"2012","BE",4076,"BE10","NA","722.6397"
"2012","BE",4083,"BE10","NA","869.7229"
"2012","BE",4103,"BE10","NA","817.93"
"2012","BE",4111,"BE10","NA","941.5149"
"2012","BE",4114,"BE10","NA","895.2951"
"2012","BE",4122,"BE10","NA","829.8713"
"2012","BE",4125,"BE10","NA","597.2698"
"2012","BE",4133,"BE10","NA","695.3201"
"2012","BE",4160,"BE10","NA","1048.394"
"2012","BE",4163,"BE10","NA","759.9547"
"2012","BE",4178,"BE10","NA","2495.375"
"2012","BE",4185,"BE10","NA","951.3575"
"2012","BE",4215,"BE10","NA","1691.251"
"2012","BE",4220,"BE10","NA","881.2638"
"2012","BE",4226,"BE10","NA","1233.185"
"2012","BE",4258,"BE10","NA","390.7499"
"2012","BE",4267,"BE10","NA","1208.408"
"2012","BE",4279,"BE10","NA","766.0748"
"2012","BE",4301,"BE10","NA","587.1843"
"2012","BE",4324,"BE10","NA","757.1244"
"2012","BE",4327,"BE10","NA","920.6888"
"2012","BE",4373,"BE10","NA","802.4948"
"2012","BE",4384,"BE10","NA","730.6311"
"2012","BE",4391,"BE10","NA","988.2031"
"2012","BE",4430,"BE10","NA","662.3544"
"2012","BE",4437,"BE10","NA","611.4238"
"2012","BE",4445,"BE10","NA","788.3406"
"2012","BE",4462,"BE10","NA","1175.143"
"2012","BE",4487,"BE10","NA","1102.072"
"2012","BE",4511,"BE10","NA","833.2992"
"2012","BE",4517,"BE10","NA","946.3621"
"2012","BE",4535,"BE10","NA","327.9451"
"2012","BE",4568,"BE10","NA","758.5702"
"2012","BE",4569,"BE10","NA","723.8696"
"2012","BE",4570,"BE10","NA","915.1197"
"2012","BE",4595,"BE10","NA","434.6587"
"2012","BE",4599,"BE10","NA","1726.404"
"2012","BE",4614,"BE10","NA","717.9053"
"2012","BE",4618,"BE10","NA","759.692"
"2012","BE",4621,"BE10","NA","1140.426"
"2012","BE",4628,"BE10","NA","316.7356"
"2012","BE",4639,"BE10","NA","1154.728"
"2012","BE",4640,"BE10","NA","681.7283"
"2012","BE",4652,"BE10","NA","617.5491"
"2012","BE",4655,"BE10","NA","736.6196"
"2012","BE",4672,"BE10","NA","1827.059"
"2012","BE",4674,"BE10","NA","736.608"
"2012","BE",4696,"BE10","NA","1546.53"
"2012","BE",4705,"BE10","NA","475.3647"
"2012","BE",4723,"BE10","NA","2748.407"
"2012","BE",4727,"BE10","NA","637.375"
"2012","BE",4761,"BE10","NA","687.7823"
"2012","BE",4780,"BE10","NA","931.5666"
"2012","BE",4796,"BE10","NA","1035.214"
"2012","BE",4802,"BE10","NA","669.6398"
"2012","BE",4813,"BE10","NA","1144.432"
"2012","BE",4849,"BE10","NA","850.8797"
"2012","BE",4865,"BE10","NA","707.6179"
"2012","BE",4867,"BE10","NA","3441.08"
"2012","BE",4875,"BE10","NA","1035.426"
"2012","BE",4893,"BE10","NA","1315.918"
"2012","BE",4894,"BE10","NA","1001.541"
"2012","BE",4914,"BE10","NA","610.6941"
"2012","BE",4948,"BE10","NA","600.5765"
"2012","BE",4952,"BE10","NA","735.1464"
"2012","BE",4975,"BE10","NA","634.5993"
"2012","BE",4986,"BE10","NA","721.6562"
"2012","BE",4987,"BE10","NA","749.1835"
"2012","BE",4997,"BE10","NA","1382.575"
"2012","BE",4999,"BE10","NA","822.0158"
"2012","BE",5004,"BE10","NA","480.4766"
"2012","BE",5009,"BE10","NA","591.8547"
"2012","BE",5029,"BE10","NA","717.8759"
"2012","BE",5030,"BE10","NA","523.5347"
"2012","BE",5031,"BE10","NA","775.3742"
"2012","BE",5041,"BE10","NA","459.6289"
"2012","BE",5046,"BE10","NA","661.1812"
"2012","BE",5049,"BE10","NA","994.3974"
"2012","BE",5065,"BE10","NA","487.0348"
"2012","BE",5071,"BE10","NA","859.0857"
"2012","BE",5080,"BE10","NA","276.8041"
"2012","BE",5086,"BE10","NA","785.7783"
"2012","BE",5088,"BE10","NA","743.5536"
"2012","BE",5116,"BE10","NA","1815.423"
"2012","BE",5118,"BE10","NA","941.0863"
"2012","BE",5140,"BE10","NA","377.8499"
"2012","BE",5142,"BE10","NA","493.9794"
"2012","BE",5147,"BE10","NA","639.4267"
"2012","BE",5148,"BE10","NA","698.3398"
"2012","BE",5153,"BE10","NA","1469.821"
"2012","BE",5157,"BE10","NA","772.5465"
"2012","BE",5162,"BE10","NA","548.8052"
"2012","BE",5171,"BE10","NA","773.1855"
"2012","BE",5172,"BE10","NA","1675.743"
"2012","BE",5177,"BE10","NA","826.5571"
"2012","BE",5185,"BE10","NA","897.1383"
"2012","BE",5193,"BE10","NA","868.0176"
"2012","BE",5195,"BE10","NA","469.0917"
"2012","BE",5199,"BE10","NA","863.2854"
"2012","BE",5208,"BE10","NA","1144.432"
"2012","BE",5213,"BE10","NA","1062.655"
"2012","BE",5221,"BE10","NA","467.6207"
"2012","BE",5226,"BE10","NA","5030.613"
"2012","BE",5229,"BE10","NA","526.9514"
"2012","BE",5230,"BE10","NA","2331.069"
"2012","BE",5256,"BE10","NA","2129.157"
"2012","BE",5293,"BE10","NA","1292.318"
"2012","BE",5296,"BE10","NA","314.4788"
"2012","BE",5316,"BE10","NA","301.4492"
"2012","BE",5324,"BE10","NA","668.0776"
"2012","BE",5329,"BE10","NA","609.9809"
"2012","BE",5330,"BE10","NA","1557.864"
"2012","BE",5331,"BE10","NA","2401.65"
"2012","BE",5335,"BE10","NA","529.4309"
"2012","BE",5352,"BE10","NA","1049.8"
"2012","BE",5363,"BE10","NA","904.6066"
"2012","BE",5379,"BE10","NA","520.3386"
"2012","BE",5404,"BE10","NA","1126.857"
"2012","BE",5409,"BE10","NA","510.8752"
"2012","BE",5416,"BE10","NA","1523.878"
"2012","BE",5423,"BE10","NA","817.5904"
"2012","BE",5429,"BE10","NA","749.1835"
"2012","BE",5440,"BE10","NA","837.4376"
"2012","BE",5452,"BE10","NA","1228.867"
"2012","BE",5473,"BE10","NA","823.785"
"2012","BE",5476,"BE10","NA","678.0511"
"2012","BE",5507,"BE10","NA","1610.555"
"2012","BE",5526,"BE10","NA","1030.219"
"2012","BE",5534,"BE10","NA","903.3652"
"2012","BE",5554,"BE10","NA","891.6702"
"2012","BE",5559,"BE10","NA","1196.707"
"2012","BE",5601,"BE10","NA","674.5921"
"2012","BE",5615,"BE10","NA","459.1898"
"2012","BE",5620,"BE10","NA","937.4082"
"2012","BE",5644,"BE10","NA","1176.056"
"2012","BE",5686,"BE10","NA","826.7512"
"2012","BE",5692,"BE10","NA","647.9779"
"2012","BE",5698,"BE10","NA","575.6448"
"2012","BE",5751,"BE10","NA","612.1445"
"2012","BE",5752,"BE10","NA","708.217"
"2012","BE",5762,"BE10","NA","768.3652"
"2012","BE",5767,"BE10","NA","840.7816"
"2012","BE",5768,"BE10","NA","1115.806"
"2012","BE",5778,"BE10","NA","1086.403"
"2012","BE",5784,"BE10","NA","634.8378"
"2012","BE",5822,"BE10","NA","1745.838"
"2012","BE",5831,"BE10","NA","1022.472"
"2012","BE",5868,"BE10","NA","1841.97"
"2012","BE",5885,"BE10","NA","1044.471"
"2012","BE",5895,"BE10","NA","928.9601"
"2012","BE",5897,"BE10","NA","666.8067"
"2012","BE",5914,"BE10","NA","1004.834"
"2012","BE",5947,"BE10","NA","689.2432"
"2012","BE",5990,"BE10","NA","1402.944"
"2012","BE",5991,"BE10","NA","693.4438"
"2012","BE",6002,"BE10","NA","610.3767"
"2012","BE",6005,"BE10","NA","811.189"
"2012","BE",6009,"BE10","NA","1774.564"
"2012","BE",6022,"BE10","NA","710.6485"
"2012","BE",6035,"BE10","NA","772.2338"
"2012","BE",6043,"BE10","NA","711.4285"
"2012","BE",6045,"BE10","NA","572.5527"
"2012","BE",6060,"BE10","NA","1500.05"
"2012","BE",6061,"BE10","NA","875.7163"
"2012","BE",6117,"BE10","NA","1203.152"
"2012","BE",6127,"BE10","NA","1377.755"
"2012","BE",6133,"BE10","NA","1118.051"
"2012","BE",6135,"BE10","NA","963.999"
"2012","BE",6139,"BE10","NA","746.084"
"2012","BE",6158,"BE10","NA","850.8628"
"2012","BE",6166,"BE10","NA","654.9057"
"2012","BE",6186,"BE10","NA","5849.687"
"2012","BE",6204,"BE10","NA","444.7828"
"2012","BE",6214,"BE10","NA","849.3095"
"2012","BE",6233,"BE10","NA","775.9946"
"2012","BE",6246,"BE10","NA","1191.632"
"2012","BE",6247,"BE10","NA","1142.989"
"2012","BE",6250,"BE10","NA","743.0911"
"2012","BE",6253,"BE10","NA","726.7426"
"2012","BE",6261,"BE10","NA","1530.614"
"2012","BE",6286,"BE10","NA","949.543"
"2012","BE",6315,"BE10","NA","1250.492"
"2012","BE",6317,"BE10","NA","667.5921"
"2012","BE",6325,"BE10","NA","1585.597"
"2012","BE",6330,"BE10","NA","681.945"
"2012","BE",6335,"BE10","NA","682.5786"
"2012","BE",6350,"BE10","NA","735.0029"
"2012","BE",6361,"BE10","NA","1068.895"
"2012","BE",6377,"BE10","NA","761.5853"
"2012","BE",6396,"BE10","NA","1029.93"
"2012","BE",6407,"BE10","NA","662.9775"
"2012","BE",6416,"BE10","NA","884.4713"
"2012","BE",6431,"BE10","NA","499.7224"
"2012","BE",6440,"BE10","NA","2376.103"
"2012","BE",6449,"BE10","NA","820.347"
"2012","BE",6463,"BE10","NA","682.5697"
"2012","BE",6516,"BE10","NA","695.2285"
"2012","BE",6530,"BE10","NA","1281.193"
"2012","BE",6536,"BE10","NA","805.6609"
"2012","BE",6548,"BE10","NA","1884.512"
"2012","BE",6555,"BE10","NA","746.084"
"2012","BE",6575,"BE10","NA","871.3332"
"2012","BE",6594,"BE10","NA","610.2966"
"2012","BE",6599,"BE10","NA","730.6311"
"2012","BE",6622,"BE10","NA","940.9849"
"2012","BE",6636,"BE10","NA","803.5044"
"2012","BE",6639,"BE10","NA","658.8296"
"2012","BE",6654,"BE10","NA","1057.476"
"2012","BE",6658,"BE10","NA","538.3912"
"2012","BE",6662,"BE10","NA","1454.133"
"2012","BE",6667,"BE10","NA","682.1168"
"2012","BE",6669,"BE10","NA","772.9297"
"2012","BE",6670,"BE10","NA","576.9699"
"2012","BE",6672,"BE10","NA","1518.74"
"2012","BE",6679,"BE10","NA","2338.591"
"2012","BE",6708,"BE10","NA","451.2614"
"2012","BE",6739,"BE10","NA","590.2391"
"2012","BE",6743,"BE10","NA","671.6106"
"2012","BE",6748,"BE10","NA","1444.253"
"2012","BE",6758,"BE10","NA","470.0492"
"2012","BE",6761,"BE10","NA","693.3372"
"2012","BE",6777,"BE10","NA","792.4647"
"2012","BE",6800,"BE10","NA","1604"
"2012","BE",6810,"BE10","NA","895.2951"
"2012","BE",6827,"BE10","NA","1013.626"
"2012","BE",6828,"BE10","NA","468.9968"
"2012","BE",6846,"BE10","NA","464.6306"
"2012","BE",6857,"BE10","NA","627.0421"
"2012","BE",6872,"BE10","NA","724.8958"
"2012","BE",6883,"BE10","NA","877.3489"
"2012","BE",6885,"BE10","NA","587.8247"
"2012","BE",6899,"BE10","NA","2238.112"
"2012","BE",6920,"BE10","NA","854.316"
"2012","BE",6923,"BE10","NA","937.5638"
"2012","BE",6931,"BE10","NA","436.6705"
"2012","BE",6940,"BE10","NA","756.971"
"2012","BE",6971,"BE10","NA","1160.765"
"2012","BE",6973,"BE10","NA","615.3958"
"2012","BE",6975,"BE10","NA","590.3759"
"2012","BE",6976,"BE10","NA","702.8735"
"2012","BE",6982,"BE10","NA","788.663"
"2012","BE",6999,"BE10","NA","2021.342"
"2012","BE",7048,"BE10","NA","1525.122"
"2012","BE",7050,"BE10","NA","699.5467"
"2012","BE",7057,"BE10","NA","1646.315"
"2012","BE",7058,"BE10","NA","788.4528"
"2012","BE",7085,"BE10","NA","815.6044"
"2012","BE",7090,"BE10","NA","2548.696"
"2012","BE",7104,"BE10","NA","2882.787"
"2012","BE",7107,"BE10","NA","503.7096"
"2012","BE",7113,"BE10","NA","1032.866"
"2012","BE",7115,"BE10","NA","595.4175"
"2012","BE",7136,"BE10","NA","742.1606"
"2012","BE",7141,"BE10","NA","681.4087"
"2012","BE",7160,"BE10","NA","860.7254"
"2012","BE",7163,"BE10","NA","989.5446"
"2012","BE",7174,"BE10","NA","1825.614"
"2012","BE",7184,"BE10","NA","2479.681"
"2012","BE",7193,"BE10","NA","1829.204"
"2012","BE",7242,"BE10","NA","2058.748"
"2012","BE",7243,"BE10","NA","1789.635"
"2012","BE",7252,"BE10","NA","632.5846"
"2012","BE",7257,"BE10","NA","737.7504"
"2012","BE",7259,"BE10","NA","783.2364"
"2012","BE",7261,"BE10","NA","864.5763"
"2012","BE",7280,"BE10","NA","504.2083"
"2012","BE",7298,"BE10","NA","768.9646"
"2012","BE",7315,"BE10","NA","753.5616"
"2012","BE",7320,"BE10","NA","625.2675"
"2012","BE",7328,"BE10","NA","817.0455"
"2012","BE",7332,"BE10","NA","599.0867"
"2012","BE",7344,"BE10","NA","1084.885"
"2012","BE",7362,"BE10","NA","718.3288"
"2012","BE",7383,"BE10","NA","984.3158"
"2012","BE",7385,"BE10","NA","444.0629"
