"DB010","DB020","DB030","DB040","DB040_F","DB060","DB060_F","DB062","DB062_F","DB070","DB070_F","DB075","DB075_F","DB090","DB090_F","DB100","DB100_F"
2013,"DE",36120,,,,,,,,,,,3057.58318739054,,,
2013,"DE",37010,,,,,,,,,,,3057.58318739054,,,
2013,"DE",37090,,,,,,,,,,,3057.58318739054,,,
2013,"DE",37372,,,,,,,,,,,3057.58318739054,,,
2013,"DE",37397,,,,,,,,,,,3057.58318739054,,,
2013,"DE",37856,,,,,,,,,,,3057.58318739054,,,
2013,"DE",38169,,,,,,,,,,,3057.58318739054,,,
2013,"DE",38227,,,,,,,,,,,3057.58318739054,,,
2013,"DE",38525,,,,,,,,,,,3057.58318739054,,,
2013,"DE",38899,,,,,,,,,,,3057.58318739054,,,
2013,"DE",39185,,,,,,,,,,,3057.58318739054,,,
2013,"DE",39256,,,,,,,,,,,3057.58318739054,,,
2013,"DE",39546,,,,,,,,,,,3057.58318739054,,,
2013,"DE",39663,,,,,,,,,,,3057.58318739054,,,
2013,"DE",39686,,,,,,,,,,,3057.58318739054,,,
2013,"DE",39937,,,,,,,,,,,3057.58318739054,,,
2013,"DE",39992,,,,,,,,,,,3057.58318739054,,,
2013,"DE",40288,,,,,,,,,,,3057.58318739054,,,
2013,"DE",40598,,,,,,,,,,,3057.58318739054,,,
2013,"DE",41257,,,,,,,,,,,3057.58318739054,,,
2013,"DE",41563,,,,,,,,,,,3057.58318739054,,,
2013,"DE",42109,,,,,,,,,,,3057.58318739054,,,
2013,"DE",42324,,,,,,,,,,,3057.58318739054,,,
2013,"DE",42413,,,,,,,,,,,3057.58318739054,,,
2013,"DE",42553,,,,,,,,,,,3057.58318739054,,,
2013,"DE",42868,,,,,,,,,,,3057.58318739054,,,
2013,"DE",43143,,,,,,,,,,,3057.58318739054,,,
2013,"DE",43273,,,,,,,,,,,3057.58318739054,,,
2013,"DE",43325,,,,,,,,,,,3057.58318739054,,,
2013,"DE",44448,,,,,,,,,,,3057.58318739054,,,
2013,"DE",44857,,,,,,,,,,,3057.58318739054,,,
2013,"DE",45182,,,,,,,,,,,3057.58318739054,,,
2013,"DE",45293,,,,,,,,,,,3057.58318739054,,,
2013,"DE",45828,,,,,,,,,,,3057.58318739054,,,
2013,"DE",46145,,,,,,,,,,,3057.58318739054,,,
2013,"DE",46365,,,,,,,,,,,3057.58318739054,,,
2013,"DE",47642,,,,,,,,,,,3057.58318739054,,,
2013,"DE",47689,,,,,,,,,,,3057.58318739054,,,
2013,"DE",47728,,,,,,,,,,,3057.58318739054,,,
2013,"DE",47846,,,,,,,,,,,3057.58318739054,,,
2013,"DE",47868,,,,,,,,,,,3057.58318739054,,,
2013,"DE",47934,,,,,,,,,,,3057.58318739054,,,
2013,"DE",48220,,,,,,,,,,,3057.58318739054,,,
2013,"DE",48648,,,,,,,,,,,3057.58318739054,,,
2013,"DE",48764,,,,,,,,,,,3057.58318739054,,,
2013,"DE",49259,,,,,,,,,,,3057.58318739054,,,
2013,"DE",49358,,,,,,,,,,,3057.58318739054,,,
2013,"DE",49576,,,,,,,,,,,3057.58318739054,,,
2013,"DE",50156,,,,,,,,,,,3057.58318739054,,,
2013,"DE",50469,,,,,,,,,,,3057.58318739054,,,
2013,"DE",50495,,,,,,,,,,,3057.58318739054,,,
2013,"DE",51641,,,,,,,,,,,3057.58318739054,,,
2013,"DE",52035,,,,,,,,,,,3057.58318739054,,,
2013,"DE",52515,,,,,,,,,,,3057.58318739054,,,
2013,"DE",52689,,,,,,,,,,,3057.58318739054,,,
2013,"DE",52934,,,,,,,,,,,3057.58318739054,,,
2013,"DE",53667,,,,,,,,,,,3057.58318739054,,,
2013,"DE",53988,,,,,,,,,,,3057.58318739054,,,
2013,"DE",54479,,,,,,,,,,,3057.58318739054,,,
2013,"DE",54795,,,,,,,,,,,3057.58318739054,,,
2013,"DE",55586,,,,,,,,,,,3057.58318739054,,,
2013,"DE",55773,,,,,,,,,,,3057.58318739054,,,
2013,"DE",55788,,,,,,,,,,,3057.58318739054,,,
2013,"DE",55817,,,,,,,,,,,3057.58318739054,,,
2013,"DE",56197,,,,,,,,,,,3057.58318739054,,,
2013,"DE",56900,,,,,,,,,,,3057.58318739054,,,
2013,"DE",57751,,,,,,,,,,,3057.58318739054,,,
2013,"DE",57753,,,,,,,,,,,3057.58318739054,,,
2013,"DE",57829,,,,,,,,,,,3057.58318739054,,,
2013,"DE",57842,,,,,,,,,,,3057.58318739054,,,
2013,"DE",57987,,,,,,,,,,,3057.58318739054,,,
2013,"DE",58546,,,,,,,,,,,3057.58318739054,,,
2013,"DE",58934,,,,,,,,,,,3057.58318739054,,,
2013,"DE",59186,,,,,,,,,,,3057.58318739054,,,
2013,"DE",59221,,,,,,,,,,,3057.58318739054,,,
2013,"DE",59996,,,,,,,,,,,3057.58318739054,,,
2013,"DE",60053,,,,,,,,,,,3057.58318739054,,,
2013,"DE",60673,,,,,,,,,,,3057.58318739054,,,
2013,"DE",60729,,,,,,,,,,,3057.58318739054,,,
2013,"DE",60959,,,,,,,,,,,3057.58318739054,,,
2013,"DE",61021,,,,,,,,,,,3057.58318739054,,,
2013,"DE",61052,,,,,,,,,,,3057.58318739054,,,
2013,"DE",61444,,,,,,,,,,,3057.58318739054,,,
2013,"DE",61680,,,,,,,,,,,3057.58318739054,,,
2013,"DE",61751,,,,,,,,,,,3057.58318739054,,,
2013,"DE",62069,,,,,,,,,,,3057.58318739054,,,
2013,"DE",63296,,,,,,,,,,,3057.58318739054,,,
2013,"DE",63316,,,,,,,,,,,3057.58318739054,,,
2013,"DE",63413,,,,,,,,,,,3057.58318739054,,,
2013,"DE",63586,,,,,,,,,,,3057.58318739054,,,
2013,"DE",63722,,,,,,,,,,,3057.58318739054,,,
2013,"DE",63859,,,,,,,,,,,3057.58318739054,,,
2013,"DE",64549,,,,,,,,,,,3057.58318739054,,,
2013,"DE",64607,,,,,,,,,,,3057.58318739054,,,
2013,"DE",64760,,,,,,,,,,,3057.58318739054,,,
2013,"DE",65089,,,,,,,,,,,3057.58318739054,,,
2013,"DE",65096,,,,,,,,,,,3057.58318739054,,,
2013,"DE",65172,,,,,,,,,,,3057.58318739054,,,
2013,"DE",65218,,,,,,,,,,,3057.58318739054,,,
2013,"DE",66247,,,,,,,,,,,3057.58318739054,,,
2013,"DE",66390,,,,,,,,,,,3057.58318739054,,,
2013,"DE",66609,,,,,,,,,,,3057.58318739054,,,
2013,"DE",66983,,,,,,,,,,,3057.58318739054,,,
2013,"DE",67198,,,,,,,,,,,3057.58318739054,,,
2013,"DE",67289,,,,,,,,,,,3057.58318739054,,,
2013,"DE",67480,,,,,,,,,,,3057.58318739054,,,
2013,"DE",67522,,,,,,,,,,,3057.58318739054,,,
2013,"DE",67846,,,,,,,,,,,3057.58318739054,,,
2013,"DE",68244,,,,,,,,,,,3057.58318739054,,,
2013,"DE",68389,,,,,,,,,,,3057.58318739054,,,
2013,"DE",68432,,,,,,,,,,,3057.58318739054,,,
2013,"DE",68608,,,,,,,,,,,3057.58318739054,,,
2013,"DE",68673,,,,,,,,,,,3057.58318739054,,,
2013,"DE",68737,,,,,,,,,,,3057.58318739054,,,
2013,"DE",69251,,,,,,,,,,,3057.58318739054,,,
2013,"DE",69279,,,,,,,,,,,3057.58318739054,,,
2013,"DE",71453,,,,,,,,,,,3057.58318739054,,,
2013,"DE",72153,,,,,,,,,,,3057.58318739054,,,
2013,"DE",72354,,,,,,,,,,,3057.58318739054,,,
2013,"DE",72360,,,,,,,,,,,3057.58318739054,,,
2013,"DE",72400,,,,,,,,,,,3057.58318739054,,,
2013,"DE",72602,,,,,,,,,,,3057.58318739054,,,
2013,"DE",73267,,,,,,,,,,,3057.58318739054,,,
2013,"DE",73591,,,,,,,,,,,3057.58318739054,,,
2013,"DE",74043,,,,,,,,,,,3057.58318739054,,,
2013,"DE",74615,,,,,,,,,,,3057.58318739054,,,
2013,"DE",75082,,,,,,,,,,,3057.58318739054,,,
2013,"DE",75264,,,,,,,,,,,3057.58318739054,,,
2013,"DE",75459,,,,,,,,,,,3057.58318739054,,,
2013,"DE",75677,,,,,,,,,,,3057.58318739054,,,
2013,"DE",75696,,,,,,,,,,,3057.58318739054,,,
2013,"DE",75869,,,,,,,,,,,3057.58318739054,,,
2013,"DE",75975,,,,,,,,,,,3057.58318739054,,,
2013,"DE",76412,,,,,,,,,,,3057.58318739054,,,
2013,"DE",76554,,,,,,,,,,,3057.58318739054,,,
2013,"DE",76813,,,,,,,,,,,3057.58318739054,,,
2013,"DE",76962,,,,,,,,,,,3057.58318739054,,,
2013,"DE",77502,,,,,,,,,,,3057.58318739054,,,
2013,"DE",77530,,,,,,,,,,,3057.58318739054,,,
2013,"DE",77614,,,,,,,,,,,3057.58318739054,,,
2013,"DE",77710,,,,,,,,,,,3057.58318739054,,,
2013,"DE",78859,,,,,,,,,,,3057.58318739054,,,
2013,"DE",79297,,,,,,,,,,,3057.58318739054,,,
2013,"DE",79351,,,,,,,,,,,3057.58318739054,,,
2013,"DE",79686,,,,,,,,,,,3057.58318739054,,,
2013,"DE",79756,,,,,,,,,,,3057.58318739054,,,
2013,"DE",79950,,,,,,,,,,,3057.58318739054,,,
2013,"DE",80546,,,,,,,,,,,3057.58318739054,,,
2013,"DE",81055,,,,,,,,,,,3057.58318739054,,,
2013,"DE",81405,,,,,,,,,,,3057.58318739054,,,
2013,"DE",81418,,,,,,,,,,,3057.58318739054,,,
2013,"DE",81546,,,,,,,,,,,3057.58318739054,,,
2013,"DE",81651,,,,,,,,,,,3057.58318739054,,,
2013,"DE",81951,,,,,,,,,,,3057.58318739054,,,
2013,"DE",82292,,,,,,,,,,,3057.58318739054,,,
2013,"DE",82331,,,,,,,,,,,3057.58318739054,,,
2013,"DE",82385,,,,,,,,,,,3057.58318739054,,,
2013,"DE",82544,,,,,,,,,,,3057.58318739054,,,
2013,"DE",82570,,,,,,,,,,,3057.58318739054,,,
2013,"DE",82856,,,,,,,,,,,3057.58318739054,,,
2013,"DE",83382,,,,,,,,,,,3057.58318739054,,,
2013,"DE",83462,,,,,,,,,,,3057.58318739054,,,
2013,"DE",83774,,,,,,,,,,,3057.58318739054,,,
2013,"DE",83834,,,,,,,,,,,3057.58318739054,,,
2013,"DE",84249,,,,,,,,,,,3057.58318739054,,,
2013,"DE",84411,,,,,,,,,,,3057.58318739054,,,
2013,"DE",84429,,,,,,,,,,,3057.58318739054,,,
2013,"DE",84479,,,,,,,,,,,3057.58318739054,,,
2013,"DE",84528,,,,,,,,,,,3057.58318739054,,,
2013,"DE",84617,,,,,,,,,,,3057.58318739054,,,
2013,"DE",84640,,,,,,,,,,,3057.58318739054,,,
2013,"DE",84721,,,,,,,,,,,3057.58318739054,,,
2013,"DE",84745,,,,,,,,,,,3057.58318739054,,,
2013,"DE",85180,,,,,,,,,,,3057.58318739054,,,
2013,"DE",85352,,,,,,,,,,,3057.58318739054,,,
2013,"DE",85451,,,,,,,,,,,3057.58318739054,,,
2013,"DE",85515,,,,,,,,,,,3057.58318739054,,,
2013,"DE",85522,,,,,,,,,,,3057.58318739054,,,
2013,"DE",85589,,,,,,,,,,,3057.58318739054,,,
2013,"DE",86024,,,,,,,,,,,3057.58318739054,,,
2013,"DE",86173,,,,,,,,,,,3057.58318739054,,,
2013,"DE",86905,,,,,,,,,,,3057.58318739054,,,
2013,"DE",87208,,,,,,,,,,,3057.58318739054,,,
2013,"DE",87281,,,,,,,,,,,3057.58318739054,,,
2013,"DE",87940,,,,,,,,,,,3057.58318739054,,,
2013,"DE",88136,,,,,,,,,,,3057.58318739054,,,
2013,"DE",88336,,,,,,,,,,,3057.58318739054,,,
2013,"DE",88959,,,,,,,,,,,3057.58318739054,,,
2013,"DE",91045,,,,,,,,,,,3057.58318739054,,,
2013,"DE",91087,,,,,,,,,,,3057.58318739054,,,
2013,"DE",91136,,,,,,,,,,,3057.58318739054,,,
2013,"DE",91197,,,,,,,,,,,3057.58318739054,,,
2013,"DE",91313,,,,,,,,,,,3057.58318739054,,,
2013,"DE",91390,,,,,,,,,,,3057.58318739054,,,
2013,"DE",92684,,,,,,,,,,,3057.58318739054,,,
2013,"DE",92760,,,,,,,,,,,3057.58318739054,,,
2013,"DE",93474,,,,,,,,,,,3057.58318739054,,,
2013,"DE",94202,,,,,,,,,,,3057.58318739054,,,
2013,"DE",94222,,,,,,,,,,,3057.58318739054,,,
2013,"DE",94237,,,,,,,,,,,3057.58318739054,,,
2013,"DE",94334,,,,,,,,,,,3057.58318739054,,,
2013,"DE",95460,,,,,,,,,,,3057.58318739054,,,
2013,"DE",95725,,,,,,,,,,,3057.58318739054,,,
2013,"DE",96784,,,,,,,,,,,3057.58318739054,,,
2013,"DE",97304,,,,,,,,,,,3057.58318739054,,,
2013,"DE",97745,,,,,,,,,,,3057.58318739054,,,
2013,"DE",97758,,,,,,,,,,,3057.58318739054,,,
2013,"DE",98244,,,,,,,,,,,3057.58318739054,,,
2013,"DE",98660,,,,,,,,,,,3057.58318739054,,,
2013,"DE",98848,,,,,,,,,,,3057.58318739054,,,
2013,"DE",98982,,,,,,,,,,,3057.58318739054,,,
2013,"DE",99161,,,,,,,,,,,3057.58318739054,,,
2013,"DE",99711,,,,,,,,,,,3057.58318739054,,,
2013,"DE",99718,,,,,,,,,,,3057.58318739054,,,
2013,"DE",99769,,,,,,,,,,,3057.58318739054,,,
2013,"DE",100332,,,,,,,,,,,3057.58318739054,,,
2013,"DE",100636,,,,,,,,,,,3057.58318739054,,,
2013,"DE",100828,,,,,,,,,,,3057.58318739054,,,
2013,"DE",101156,,,,,,,,,,,3057.58318739054,,,
2013,"DE",101601,,,,,,,,,,,3057.58318739054,,,
2013,"DE",102170,,,,,,,,,,,3057.58318739054,,,
2013,"DE",102715,,,,,,,,,,,3057.58318739054,,,
2013,"DE",102852,,,,,,,,,,,3057.58318739054,,,
2013,"DE",102923,,,,,,,,,,,3057.58318739054,,,
2013,"DE",102987,,,,,,,,,,,3057.58318739054,,,
2013,"DE",103122,,,,,,,,,,,3057.58318739054,,,
2013,"DE",104069,,,,,,,,,,,3057.58318739054,,,
2013,"DE",105038,,,,,,,,,,,3057.58318739054,,,
2013,"DE",105295,,,,,,,,,,,3057.58318739054,,,
2013,"DE",105410,,,,,,,,,,,3057.58318739054,,,
2013,"DE",106114,,,,,,,,,,,3057.58318739054,,,
2013,"DE",106224,,,,,,,,,,,3057.58318739054,,,
2013,"DE",106346,,,,,,,,,,,3057.58318739054,,,
2013,"DE",108052,,,,,,,,,,,3057.58318739054,,,
2013,"DE",108105,,,,,,,,,,,3057.58318739054,,,
2013,"DE",108415,,,,,,,,,,,3057.58318739054,,,
2013,"DE",108612,,,,,,,,,,,3057.58318739054,,,
2013,"DE",108722,,,,,,,,,,,3057.58318739054,,,
2013,"DE",108822,,,,,,,,,,,3057.58318739054,,,
2013,"DE",108967,,,,,,,,,,,3057.58318739054,,,
2013,"DE",109345,,,,,,,,,,,3057.58318739054,,,
2013,"DE",109502,,,,,,,,,,,3057.58318739054,,,
2013,"DE",110366,,,,,,,,,,,3057.58318739054,,,
2013,"DE",110397,,,,,,,,,,,3057.58318739054,,,
2013,"DE",110609,,,,,,,,,,,3057.58318739054,,,
2013,"DE",110789,,,,,,,,,,,3057.58318739054,,,
2013,"DE",110831,,,,,,,,,,,3057.58318739054,,,
2013,"DE",110941,,,,,,,,,,,3057.58318739054,,,
2013,"DE",111487,,,,,,,,,,,3057.58318739054,,,
2013,"DE",111546,,,,,,,,,,,3057.58318739054,,,
2013,"DE",111595,,,,,,,,,,,3057.58318739054,,,
2013,"DE",111800,,,,,,,,,,,3057.58318739054,,,
2013,"DE",112075,,,,,,,,,,,3057.58318739054,,,
2013,"DE",112858,,,,,,,,,,,3057.58318739054,,,
2013,"DE",113294,,,,,,,,,,,3057.58318739054,,,
2013,"DE",114213,,,,,,,,,,,3057.58318739054,,,
2013,"DE",115115,,,,,,,,,,,3057.58318739054,,,
2013,"DE",115311,,,,,,,,,,,3057.58318739054,,,
2013,"DE",115557,,,,,,,,,,,3057.58318739054,,,
2013,"DE",115664,,,,,,,,,,,3057.58318739054,,,
2013,"DE",115719,,,,,,,,,,,3057.58318739054,,,
2013,"DE",116138,,,,,,,,,,,3057.58318739054,,,
2013,"DE",116229,,,,,,,,,,,3057.58318739054,,,
2013,"DE",116266,,,,,,,,,,,3057.58318739054,,,
2013,"DE",116934,,,,,,,,,,,3057.58318739054,,,
2013,"DE",117402,,,,,,,,,,,3057.58318739054,,,
2013,"DE",117776,,,,,,,,,,,3057.58318739054,,,
2013,"DE",117797,,,,,,,,,,,3057.58318739054,,,
2013,"DE",117954,,,,,,,,,,,3057.58318739054,,,
2013,"DE",118147,,,,,,,,,,,3057.58318739054,,,
2013,"DE",118357,,,,,,,,,,,3057.58318739054,,,
2013,"DE",118573,,,,,,,,,,,3057.58318739054,,,
2013,"DE",118949,,,,,,,,,,,3057.58318739054,,,
2013,"DE",119170,,,,,,,,,,,3057.58318739054,,,
2013,"DE",119310,,,,,,,,,,,3057.58318739054,,,
2013,"DE",120314,,,,,,,,,,,3057.58318739054,,,
2013,"DE",120400,,,,,,,,,,,3057.58318739054,,,
2013,"DE",120445,,,,,,,,,,,3057.58318739054,,,
2013,"DE",120760,,,,,,,,,,,3057.58318739054,,,
2013,"DE",121545,,,,,,,,,,,3057.58318739054,,,
2013,"DE",122050,,,,,,,,,,,3057.58318739054,,,
2013,"DE",122142,,,,,,,,,,,3057.58318739054,,,
2013,"DE",122390,,,,,,,,,,,3057.58318739054,,,
2013,"DE",122408,,,,,,,,,,,3057.58318739054,,,
2013,"DE",122654,,,,,,,,,,,3057.58318739054,,,
2013,"DE",123723,,,,,,,,,,,3057.58318739054,,,
2013,"DE",124188,,,,,,,,,,,3057.58318739054,,,
2013,"DE",124296,,,,,,,,,,,3057.58318739054,,,
2013,"DE",124452,,,,,,,,,,,3057.58318739054,,,
2013,"DE",125073,,,,,,,,,,,3057.58318739054,,,
2013,"DE",125075,,,,,,,,,,,3057.58318739054,,,
2013,"DE",125158,,,,,,,,,,,3057.58318739054,,,
2013,"DE",125161,,,,,,,,,,,3057.58318739054,,,
2013,"DE",125197,,,,,,,,,,,3057.58318739054,,,
2013,"DE",125290,,,,,,,,,,,3057.58318739054,,,
2013,"DE",125813,,,,,,,,,,,3057.58318739054,,,
2013,"DE",125925,,,,,,,,,,,3057.58318739054,,,
2013,"DE",125960,,,,,,,,,,,3057.58318739054,,,
2013,"DE",127106,,,,,,,,,,,3057.58318739054,,,
2013,"DE",127319,,,,,,,,,,,3057.58318739054,,,
2013,"DE",128112,,,,,,,,,,,3057.58318739054,,,
2013,"DE",128366,,,,,,,,,,,3057.58318739054,,,
2013,"DE",128515,,,,,,,,,,,3057.58318739054,,,
2013,"DE",128549,,,,,,,,,,,3057.58318739054,,,
2013,"DE",128791,,,,,,,,,,,3057.58318739054,,,
2013,"DE",129421,,,,,,,,,,,3057.58318739054,,,
2013,"DE",129549,,,,,,,,,,,3057.58318739054,,,
2013,"DE",129770,,,,,,,,,,,3057.58318739054,,,
2013,"DE",129798,,,,,,,,,,,3057.58318739054,,,
2013,"DE",130052,,,,,,,,,,,3057.58318739054,,,
2013,"DE",130144,,,,,,,,,,,3057.58318739054,,,
2013,"DE",130363,,,,,,,,,,,3057.58318739054,,,
2013,"DE",130681,,,,,,,,,,,3057.58318739054,,,
2013,"DE",130818,,,,,,,,,,,3057.58318739054,,,
2013,"DE",131198,,,,,,,,,,,3057.58318739054,,,
2013,"DE",131287,,,,,,,,,,,3057.58318739054,,,
2013,"DE",131317,,,,,,,,,,,3057.58318739054,,,
2013,"DE",131547,,,,,,,,,,,3057.58318739054,,,
2013,"DE",131818,,,,,,,,,,,3057.58318739054,,,
2013,"DE",131872,,,,,,,,,,,3057.58318739054,,,
2013,"DE",131973,,,,,,,,,,,3057.58318739054,,,
2013,"DE",131991,,,,,,,,,,,3057.58318739054,,,
2013,"DE",132328,,,,,,,,,,,3057.58318739054,,,
2013,"DE",132610,,,,,,,,,,,3057.58318739054,,,
2013,"DE",132830,,,,,,,,,,,3057.58318739054,,,
2013,"DE",133286,,,,,,,,,,,3057.58318739054,,,
2013,"DE",133435,,,,,,,,,,,3057.58318739054,,,
2013,"DE",133493,,,,,,,,,,,3057.58318739054,,,
2013,"DE",133765,,,,,,,,,,,3057.58318739054,,,
2013,"DE",133798,,,,,,,,,,,3057.58318739054,,,
2013,"DE",133815,,,,,,,,,,,3057.58318739054,,,
2013,"DE",133855,,,,,,,,,,,3057.58318739054,,,
2013,"DE",134410,,,,,,,,,,,3057.58318739054,,,
2013,"DE",134434,,,,,,,,,,,3057.58318739054,,,
2013,"DE",134986,,,,,,,,,,,3057.58318739054,,,
2013,"DE",135291,,,,,,,,,,,3057.58318739054,,,
2013,"DE",136797,,,,,,,,,,,3057.58318739054,,,
2013,"DE",137431,,,,,,,,,,,3057.58318739054,,,
